Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,Summer,Barisal,1295678.0,4671912,1630.0,202991544.3,489357.64,3.6057662474781544
Rice,Winter,Chittagong,53480.0,99699,802.9,4461912.4,10904.8,1.8642296185489904
Rice,Summer,Narayanganj,276272.0,1234550,770.9,42496263.68,101983.36,4.468603405339665
Rice,Winter,Dhaka,1890960.0,3767357,2096.8,288789620.0,658836.0,1.9922986208063629
Rice,Winter,Comilla,14130.0,39236,3291.2,1133064.7999999998,1662.8999999999996,2.7767869780608634
Rice,Monsoon,Pabna,15228.0,16175,2052.8,1615561.2799999998,2634.3599999999997,1.062188074599422
Rice,Winter,Comilla,16637.0,47452,2330.6,699136.81,1325.62,2.852196910500691
Rice,Summer,Barisal,1221076.0,3875100,1486.5,203554651.5,399955.08,3.1735125413979146
Rice,Monsoon,Jamalpur,12123.0,20697,2538.7,1013751.53,-90.48000000000002,1.7072506805246226
Rice,Winter,Comilla,10543.0,28582,4206.0,710074.6000000001,690.0500000000002,2.71099307597458
Rice,Winter,Comilla,17330.0,54665,2811.6,715323.3999999999,1159.1999999999998,3.1543566070398152
Rice,Winter,Rajshahi,63883.0,162272,4272.3,9057739.52,21275.54,2.5401437002019316
Rice,Monsoon,Sylhet,4298.0,16082,1493.9,-302864.4,-1495.7,3.7417403443462076
Rice,Autumn,Khulna,120217.0,235849,2951.5,10877439.6,31862.93,1.9618606353510735
Rice,Monsoon,Kaptai,124584.0,152500,2432.8,9794367.28,25146.0,1.2240737173312786
Rice,Monsoon,Chittagong,1066981.0,2723038,946.3,135264143.5,231735.82,2.55209605419403
Rice,Summer,Narayanganj,339990.0,1463054,510.1,56396682.4,119796.3,4.30322656548722
Rice,Summer,Khulna,47290.01,149217,2635.1,5922022.475,9605.7033,3.155359874104488
Rice,Winter,Chittagong,30634.0,81726,911.7,3823016.96,8640.92,2.667820069204152
Rice,Winter,Tongi,1016623.0,674135,885.5999999999999,159534937.9,332485.59,0.663112087765081
Rice,Monsoon,Rangamati,262012.0,615799,816.3,41498346.4,88704.2,2.350270216631299
Rice,Summer,Tangail,37400.0,72500,1114.8,2695120.0,7846.0,1.9385026737967914
Rice,Winter,Barisal,4270328.0,8915100,1652.9,405407115.8,1320801.68,2.087685067751236
Rice,Summer,Sylhet,5098.0,13451,1234.5875,-205629.64,-2133.34,2.638485680659082
Rice,Autumn,Tongi,149362.86,77860,765.2,16911594.17,28366.2006,0.5212808592443932
Rice,Autumn,Gazipur,824000.0,677000,890.4000000000001,87272160.0,167040.0,0.8216019417475728
Rice,Summer,Natore,14703.0,55577,1380.9,1253234.75,2146.05,3.7799768754675918
Rice,Monsoon,Brahmanbaria,82125.0,116997,1181.6,7113950.0,20816.25,1.42462100456621
Rice,Winter,Comilla,16213.0,43642,3479.3,-279314.31000000006,-1622.4899999999998,2.691790538456794
Rice,Monsoon,Dinajpur,792207.0,1808275,510.5,120405722.8,274272.45,2.282578921923184
Rice,Monsoon,Rangamati,275861.0,344823,1078.4,40643976.56,88034.13,1.2499882187043474
Rice,Monsoon,Natore,270416.0,495083,1219.0,43918801.76,61899.84,1.8308199218981125
Rice,Winter,Barisal,3639538.0,7202760,1707.7,356293445.5,943279.88,1.9790314045354107
Rice,Winter,Barisal,4051084.0,9393991,1229.1,381516122.3,1006771.0,2.318883291484452
Rice,Winter,Satkhira,2530.0,5990,1344.354545,-576174.4,-2165.1,2.367588932806324
Rice,Winter,Mymensingh,2653346.0,7076168,724.1,399124576.8,819537.26,2.6668847560777977
Rice,Summer,Mymensingh,116220.0,166198,947.8,11591274.8,21406.2,1.4300292548614697
Rice,Monsoon,Rangamati,252516.0,554258,1586.5,31248818.36,52553.52,2.194942102678642
Rice,Monsoon,Narayanganj,1725730.0,7115195,540.9,248350727.7,462947.1,4.123005916336854
Rice,Monsoon,Sirajganj,3777661.0,2634853,801.4,356631166.9,941415.25,0.6974826486548158
Rice,Monsoon,Kushtia,5837298.0,14353736,546.3,879264538.4,1806562.38,2.458969201161222
Rice,Monsoon,Comilla,52191.0,121679,3474.7,5962279.4,5350.5599999999995,2.331417294169493
Rice,Autumn,Dhaka,276486.0,338015,1543.4,45316934.72,88240.38,1.2225392967455857
Rice,Monsoon,Brahmanbaria,71613.0,114785,982.2,10274750.72,24212.94,1.6028514375881473
Rice,Summer,Dhaka,311437.0,610136,1936.9,30741084.58,56401.77,1.9590992720839207
Rice,Monsoon,Narsingdi,2614000.0,9656000,51.69999999999999,256733720.0,621360.0,3.693955623565417
Rice,Winter,Rajshahi,3929.0,13846,6000.3,-583015.23,-1939.17,3.5240519216085517
Rice,Summer,Mymensingh,116220.0,166198,747.8,10591274.8,18406.2,1.4300292548614697
Rice,Monsoon,Natore,271671.0,520831,1334.3,24889995.58,59201.04,1.917138745026153
Rice,Summer,Khulna,48858.28,196784,2789.7,6924813.016,14100.398000000001,4.027648947118073
Rice,Monsoon,Kaptai,132000.0,233335,2545.5,19782080.0,47160.0,1.7676893939393938
Rice,Monsoon,Mymensingh,126106.0,243661,1047.0,11879205.78,29787.559999999998,1.9321919654893502
Rice,Summer,Mymensingh,105117.0,285835,724.1,14851643.6,29586.27,2.71920812047528
Rice,Winter,Dhaka,1777257.0,2759652,1765.5,173473319.7,459086.82,1.5527591113721877
Rice,Autumn,Dhaka,191322.0,256729,1955.3000000000002,29211657.02,60136.26,1.3418686821170591
Rice,Monsoon,Sylhet,4325.0,15281,1382.4,-319072.0,-1356.5,3.533179190751445
Rice,Winter,Barisal,3999653.0,10259384,1486.5,669021870.6,1316885.49,2.5650685196940834
Rice,Summer,Dinajpur,33140.0,107509,384.29999999999995,4233137.4,7936.200000000001,3.2440856970428484
Rice,Summer,Gazipur,292610.0,932910,1193.9,48258693.6,102265.7,3.188236902361505
Rice,Winter,Khulna,162445.0,336416,2012.6,13947225.65,36235.7,2.070953245713934
Rice,Autumn,Khulna,105349.0,241824,2680.2,10413510.66,19123.29,2.295456055586669
Rice,Summer,Kushtia,18175.0,40620,390.5,1321129.25,998.5,2.2349381017881704
Rice,Autumn,Gazipur,678000.0,563000,1091.9,111622580.0,159720.0,0.8303834808259587
Rice,Monsoon,Chittagong,1035111.0,3057894,1035.6,148563188.4,276479.97,2.954170132478546
Rice,Winter,Dhaka,1890960.0,3767357,1896.8000000000002,287789620.0,655836.0,1.9922986208063629
Rice,Monsoon,Natore,259805.0,523203,1724.3,33657987.0,38568.8,2.0138296029714593
Rice,Winter,Khulna,162445.0,336416,2212.6,14947225.65,39235.7,2.070953245713934
Rice,Monsoon,Chittagong,1035111.0,3057894,1035.6,148563188.4,276479.97,2.954170132478546
Rice,Autumn,Gazipur,854570.0,464250,866.0,82893136.9,219188.2,0.5432556724434511
Rice,Autumn,Barisal,425002.0,740688,1952.5,40990197.6,120250.58,1.7427870927666222
Rice,Winter,Chittagong,53889.0,109350,1066.7,4128616.13,13705.59,2.0291710738740747
Rice,Summer,Kushtia,29947.0,75449,416.4,3520799.12,6882.51,2.5194176378268276
Rice,Summer,Tangail,25100.0,50500,857.8,1464067.0,3526.0,2.0119521912350598
Rice,Winter,Chittagong,40896.0,102639,1035.6,4909063.04,8041.92,2.509756455399061
Rice,Monsoon,Kushtia,6068496.0,12849116,649.9,618775496.5,1574808.96,2.117347692080542
Rice,Winter,Khulna,148893.0,335529,2680.2,15131067.62,28267.53,2.253490761822248
Rice,Autumn,Dhaka,196188.0,280693,1499.0,27616540.48,58742.04,1.4307348053907476
Rice,Summer,Sylhet,5689.0,15537,1034.5875,-1383653.74,-4805.3099999999995,2.7310599402355424
Rice,Monsoon,Brahmanbaria,71810.0,114896,852.2,10647582.0,22133.5,1.6
Rice,Monsoon,Narayanganj,2204046.0,7225373,722.8,232915402.0,592092.42,3.2782314888164765
Rice,Monsoon,Natore,281464.0,537876,1019.5999999999999,29493809.76,56107.44,1.9109939459398004
Rice,Summer,Dinajpur,33140.0,107509,184.29999999999995,3233137.4000000004,4936.200000000001,3.2440856970428484
Rice,Monsoon,Jessore,2848794.0,7056175,450.4,301342507.2,766174.38,2.476898996557842
Rice,Summer,Kushtia,7839.0,18016,875.5999999999999,-224095.78000000003,-1118.64,2.2982523281030742
Rice,Monsoon,Satkhira,201860.0,491660,1759.8,29935045.0,67651.0,2.4356484692361042
Rice,Winter,Comilla,13614.0,36579,2387.1,1149786.7400000002,1492.62,2.6868664609960335
Rice,Summer,Tangail,25100.0,50500,657.8,464067.0,526.0,2.0119521912350598
Rice,Monsoon,Bogra,2027000.0,3546790,800.7,319083570.0,665910.0,1.7497730636408486
Rice,Monsoon,Gazipur,4273000.0,3278000,902.8,403524910.0,1065250.0,0.7671425228176925
Rice,Monsoon,Tongi,1735411.0,3421253,965.7,272223107.8,656456.18,1.971436737464497
Rice,Monsoon,Natore,280816.0,567662,1341.3,27679738.08,70012.16,2.0214731354338786
Rice,Winter,Dhaka,1857410.0,3655430,1967.5,279097428.0,572797.1,1.9680253686585083
Rice,Winter,Rajshahi,62892.0,117116,2919.7,9446990.12,12094.08,1.8621764294345862
Rice,Summer,Chittagong,255223.0,869134,778.9863640000001,40754956.96,78223.59,3.405390580002586
Rice,Summer,Dhaka,327468.0,622358,1773.6,30001395.56,78867.0,1.9005154702138836
Rice,Winter,Gazipur,3167000.0,4702000,1010.0999999999999,499100970.0,1042110.0,1.4846858225449953
Rice,Winter,Sylhet,8382.0,24736,683.2,-788884.8200000001,-3736.86,2.951085659747077
Rice,Summer,Gazipur,334000.0,816000,1433.8,43555600.0,50440.0,2.44311377245509
Rice,Monsoon,Comilla,27730.0,78489,2387.1,3378844.3,6150.9,2.8304724125495855
Rice,Monsoon,Brahmanbaria,80222.0,120365,944.9000000000001,7513960.859999999,18659.94,1.500398893071726
Rice,Summer,Gazipur,331000.0,811000,1339.0,46346240.0,26790.0,2.4501510574018126
Rice,Summer,Gazipur,301000.0,1002000,1336.9,44438960.0,96330.0,3.3289036544850497
Rice,Autumn,Rajshahi,33000.0,66000,2745.3,3976400.0,7230.0,2.0
Rice,Monsoon,Dinajpur,583500.0,472600,179.7,56282195.0,148710.0,0.8099400171379606
Rice,Summer,Dinajpur,52616.0,140196,614.8,7283863.04,16994.08,2.6645126957579444
Rice,Monsoon,Kushtia,5726527.0,12262794,273.9,543993574.6,1772223.37,2.1414015859874582
Rice,Autumn,Mymensingh,549404.0,798676,869.9000000000001,78383383.96,145339.08,1.4537134786059074
Rice,Winter,Comilla,10543.0,28582,4006.0,-289925.3999999999,-2309.95,2.71099307597458
Rice,Summer,Kushtia,24595.0,67107,396.70000000000005,2883796.45,5116.35,2.7284813986582637
Rice,Monsoon,Rangamati,261663.0,545186,916.7,38458780.4,78115.53,2.083542571934129
Rice,Summer,Gazipur,274230.0,925810,1435.9,43480106.0,92980.5,3.376034715384896
Rice,Autumn,Dhaka,223332.0,294440,1597.7,31269240.68,57299.64,1.3183959307219744
Rice,Summer,Sylhet,4574.0,13942,1234.5875,-415854.45999999996,-1993.72,3.04809794490599
Rice,Winter,Dhaka,1793994.0,2692709,2001.8000000000002,189396583.2,481378.38,1.5009576397691409
Rice,Monsoon,Sylhet,4298.0,16082,1493.9,-302864.4,-1495.7,3.7417403443462076
Rice,Monsoon,Kushtia,5209137.0,9586935,464.0,492148999.8,1299284.25,1.8404075377552942
Rice,Monsoon,Brahmanbaria,73139.0,106899,1016.9000000000001,9567854.11,16747.53,1.4615868414935944
Rice,Winter,Sylhet,10920.0,26585,834.5875000000001,-1186078.8,-6379.2,2.4345238095238093
Rice,Autumn,Tongi,136359.61,89082,841.2,11909164.28,31089.902499999997,0.6532872893960316
Rice,Monsoon,Feni,11920.0,21340,2806.9,797536.0,695.1999999999998,1.7902684563758389
Rice,Summer,Tangail,69640.0,161900,951.0999999999999,9672330.0,21374.0,2.3248133256748993
Rice,Monsoon,Chittagong,1055061.0,2627561,917.7,113305308.7,218562.81,2.490435150195107
Rice,Monsoon,Kaptai,120020.0,129505,2074.9,10422303.4,34206.2,1.0790284952507916
Rice,Winter,Comilla,15688.0,43162,3071.6,1244011.52,-1588.08,2.751274859765426
Rice,Winter,Natore,9923.0,31208,978.9000000000001,267266.3300000001,-816.94,3.1450166280358762
Rice,Autumn,Rangpur,88370.0,200290,1655.0,7730956.0,22627.3,2.266493153785221
Rice,Summer,Tangail,25100.0,50500,857.8,1464067.0,3526.0,2.0119521912350598
Rice,Monsoon,Rangamati,273582.0,663755,1079.1,42072750.08,100961.16,2.4261647330599234
Rice,Winter,Mymensingh,2593026.0,6096095,794.7,443378145.8,953419.62,2.35095791557817
Rice,Winter,Dhaka,1890960.0,3767357,1896.8000000000002,287789620.0,655836.0,1.9922986208063629
Rice,Summer,Tangail,69640.0,161900,951.0999999999999,9672330.0,21374.0,2.3248133256748993
Rice,Autumn,Jamalpur,22633.0,25671,1648.8,2270242.17,3110.91,1.1342287809835196
Rice,Summer,Tangail,69640.0,161900,951.0999999999999,9672330.0,21374.0,2.3248133256748993
Rice,Summer,Chittagong,278414.0,851657,1038.5,41029377.44,88876.62,3.0589589603971064
Rice,Winter,Cox's Bazar,1585062.0,5900447,831.7,271250249.1,583472.94,3.7225338819554064
Rice,Monsoon,Noakhali,8105.0,15279,165.89999999999998,-139816.34999999998,-811.6500000000001,1.8851326341764343
Rice,Winter,Rajshahi,62892.0,117116,2919.7,9446990.12,12094.08,1.8621764294345862
Rice,Winter,Sylhet,9048.0,30635,1493.9,467585.6000000001,166.80000000000018,3.3858311229000884
Rice,Monsoon,Dinajpur,726000.0,1376300,621.6,94848400.0,110160.0,1.8957300275482094
Rice,Monsoon,Jessore,2108904.0,5841539,426.0,206739317.9,500136.96,2.769940689571455
Rice,Monsoon,Jessore,2578000.0,8191000,804.2,342905200.0,409480.0,3.1772692009309544
Rice,Winter,Khulna,161978.0,362634,2746.7,15542813.14,39114.28,2.238785514082159
Rice,Monsoon,Noakhali,7303.0,10799,584.5,-278463.6,-882.1300000000001,1.47870738052855
Rice,Summer,Khulna,49762.0,148370,2324.8,6117956.48,1478.58,2.981592379727503
Rice,Winter,Sylhet,11306.0,24163,1234.5875,617210.24,-1982.46,2.1371837962143996
Rice,Monsoon,Bogra,1675513.0,1302615,695.7,180525078.4,348857.73,0.7774424907476098
Rice,Winter,Barisal,4010973.0,10410533,1366.0,603854728.4,1240401.63,2.595513108664656
Rice,Winter,Mymensingh,2842875.0,4684328,997.7,405644840.0,252858.75,1.6477432176933562
Rice,Summer,Tangail,25100.0,50500,657.8,464067.0,526.0,2.0119521912350598
Rice,Monsoon,Satkhira,155000.0,235000,1332.0,14830150.0,37300.0,1.5161290322580645
Rice,Monsoon,Natore,259805.0,523203,1724.3,33657987.0,38568.8,2.0138296029714593
Rice,Monsoon,Bogra,2057000.0,3522660,691.2,309524720.0,675810.0,1.7125230918813807
Rice,Autumn,Gazipur,819731.0,501365,1157.1,79989422.8,234721.99,0.6116213733529657
Rice,Monsoon,Tangail,1424765.0,2668600,929.5,223315001.6,538410.7,1.873010636841865
Rice,Winter,Chittagong,50456.0,102312,460.79999999999995,2776669.5199999996,6614.0,2.027746947835738
Rice,Autumn,Mymensingh,2844474.0,4354156,1047.0,289506129.6,736563.24,1.5307420633832476
Rice,Winter,Rajshahi,63883.0,162272,4072.3,8057739.52,18275.54,2.5401437002019316
Rice,Summer,Narayanganj,339990.0,1463054,510.1,56396682.4,119796.3,4.30322656548722
Rice,Winter,Sylhet,12410.0,25326,1234.5875,488207.19999999995,-393.9000000000001,2.0407735697018534
Rice,Summer,Mymensingh,95682.0,176656,689.3,13909169.24,13265.94,1.8462824773729647
Rice,Summer,Tangail,29500.0,65800,1189.0,3900245.0,4080.0,2.230508474576271
Rice,Monsoon,Natore,285545.0,579074,1213.4,27031952.65,71241.7,2.027960566635732
Rice,Summer,Chittagong,343122.0,1035706,964.0999999999999,48080170.88,27880.98,3.0184773928806665
Rice,Monsoon,Dinajpur,658500.0,1228400,418.0,101607470.0,108945.0,1.8654517843583902
Rice,Winter,Dhaka,1636050.0,2574284,2136.9,175249657.0,337570.5,1.5734751382903946
Rice,Monsoon,Jamalpur,16862.0,36979,2426.8,1584101.5,2901.7,2.1930375993357845
Rice,Winter,Dhaka,1707340.0,2594392,1984.6,203744212.8,355541.4,1.519552051729591
Rice,Winter,Dhaka,1636050.0,2574284,2136.9,175249657.0,337570.5,1.5734751382903946
Rice,Monsoon,Satkhira,141000.0,205000,1098.0,11930800.0,34890.0,1.4539007092198581
Rice,Autumn,Gazipur,678000.0,563000,1091.9,111622580.0,159720.0,0.8303834808259587
Rice,Monsoon,Rajshahi,105170.0,150101,3618.2,9009028.9,29602.7,1.4272225919939145
Rice,Summer,Dhaka,400402.0,1191244,1898.5636359999999,62039290.88,149152.76,2.9751200043955826
Rice,Winter,Gazipur,3130820.0,6280410,1435.9,506819004.0,1092787.0,2.0059952344753134
Rice,Autumn,Mymensingh,445393.0,615668,1321.4,71242744.6,152887.55,1.3823028202059755
Rice,Monsoon,Kushtia,5631949.0,11938078,542.6,934523048.4,1348667.76,2.1197063396703344
Rice,Monsoon,Gazipur,4273000.0,3278000,902.8,403524910.0,1065250.0,0.7671425228176925
Rice,Summer,Barisal,1206829.0,3569520,1652.9,113853915.9,371116.99,2.957767836205461
Rice,Summer,Dinajpur,54751.0,161497,867.8,8404031.76,17257.87,2.9496630198535185
Rice,Monsoon,Narayanganj,1905726.0,5792415,895.2,315560145.9,454374.24,3.0394794424801885
Rice,Autumn,Barisal,205082.0,471150,1366.0,29926365.6,60575.42,2.297373733433456
Rice,Summer,Khulna,41079.0,111850,2311.2,2888948.93,7269.75,2.7228024051218385
Rice,Summer,Barisal,1401841.0,4541328,1707.7,136618731.0,361478.66,3.239545711674862
Rice,Autumn,Rajshahi,32560.0,41798,2795.9,4073499.2,2535.2,1.2837223587223587
Rice,Autumn,Khulna,105349.0,241824,2680.2,10413510.66,19123.29,2.295456055586669
Rice,Monsoon,Sirajganj,3928815.0,4707499,917.9000000000001,560977697.6,350593.35,1.1981981844398375
Rice,Monsoon,Feni,9501.0,17636,2673.6,495837.43999999994,610.3800000000001,1.856225660456794
Rice,Monsoon,Pabna,265999.0,718304,2095.609091,43560152.48,84779.67,2.700401129327554
Rice,Winter,Jessore,1221899.0,4328458,461.9,202692520.5,397226.67,3.5424024407909327
Rice,Monsoon,Kushtia,5571524.0,11119095,551.9,667137158.1,1167020.04,1.995700817227028
Rice,Monsoon,Mymensingh,744230.0,862282,1202.7,77985129.9,197942.1,1.1586230063286886
Rice,Summer,Khulna,49693.0,153463,2464.8,6823665.92,15883.34,3.0882216811220897
Rice,Summer,Khulna,47290.01,149217,2635.1,5922022.475,9605.7033,3.155359874104488
Rice,Winter,Jessore,1337020.0,4922944,445.20000000000005,168750824.2,288144.4,3.6820271948063605
Rice,Monsoon,Bogra,2027000.0,3546790,600.7,318083570.0,662910.0,1.7497730636408486
Rice,Summer,Chittagong,209257.0,935326,917.7,21670903.38,40943.97,4.469747726479879
Rice,Winter,Chittagong,53889.0,109350,866.7,3128616.13,10705.59,2.0291710738740747
Rice,Monsoon,Narayanganj,1396651.0,3222776,145.60000000000002,137240516.0,332196.24,2.3075027333242164
Rice,Winter,Khulna,148893.0,335529,2480.2,14131067.62,25267.53,2.253490761822248
Rice,Winter,Rajshahi,63889.0,162321,3444.4,8973574.64,17638.93,2.540672103178951
Rice,Summer,Chittagong,324525.0,990578,923.3,41291635.0,45924.0,3.052393498189662
Rice,Winter,Barisal,4051084.0,9393991,1429.1,382516122.3,1009771.0,2.318883291484452
Rice,Monsoon,Bogra,5514025.0,6663769,1022.9000000000001,584203473.3,1485786.75,1.208512656362639
Rice,Monsoon,Sirajganj,3905319.0,5441525,1117.2,497748289.5,856170.18,1.3933624884420452
Rice,Monsoon,Jamalpur,59196.0,114630,1899.5,2859220.08,5207.040000000001,1.936448408676262
Rice,Summer,Barisal,1295678.0,4671912,1630.0,202991544.3,489357.64,3.6057662474781544
Rice,Monsoon,Satkhira,141000.0,205000,898.0,10930800.0,31890.0,1.4539007092198581
Rice,Summer,Gazipur,206730.0,441540,866.0,19294684.1,50749.8,2.1358293426208097
Rice,Monsoon,Noakhali,6848.0,19083,789.5,137521.28000000003,-1356.48,2.7866530373831777
Rice,Winter,Chittagong,43192.0,94196,978.9863640000001,6235523.84,11253.36,2.1808668271902203
Rice,Monsoon,Narsingdi,3103000.0,12822000,185.5,501306600.0,1080050.0,4.132130196583951
Rice,Monsoon,Kaptai,122267.0,146191,2567.0,13662258.64,22676.07,1.1956701317608185
Rice,Winter,Rajshahi,63862.0,162180,3637.1,8786851.5,19351.7,2.5395383796310793
Rice,Winter,Mymensingh,2842875.0,4684328,997.7,405644840.0,252858.75,1.6477432176933562
Rice,Autumn,Khulna,55895.0,145076,2919.2,8600525.2,17681.15,2.5955094373378658
Rice,Monsoon,Natore,252163.0,591755,1047.6,38819059.33,80213.79,2.3467162113394906
Rice,Monsoon,Sirajganj,3810112.0,5073721,1350.0,388126738.6,987629.12,1.331646156333462
Rice,Summer,Mymensingh,125349.0,213158,1007.0,11305511.33,29590.74,1.7005161588843947
Rice,Monsoon,Rangpur,244000.0,645600,1839.8,36393000.0,82400.0,2.6459016393442623
Rice,Summer,Barisal,1206829.0,3569520,1652.9,113853915.9,371116.99,2.957767836205461
Rice,Summer,Pabna,70742.0,232551,1769.1,9474352.4,18759.7,3.287311639478669
Rice,Summer,Dhaka,223913.0,446114,2154.4,21122604.4,61934.77,1.992354173272655
Rice,Monsoon,Satkhira,208990.0,519600,1172.7,32898178.0,70146.5,2.48624336092636
Rice,Monsoon,Dinajpur,741042.0,1584355,384.29999999999995,116017942.2,241543.86,2.138009721446288
Rice,Autumn,Barisal,288129.0,605612,1450.1,33552429.68,57507.09,2.101877978266679
Rice,Autumn,Rajshahi,32570.0,41908,2714.3,2658812.8,-3068.7,1.2867055572612833
Rice,Autumn,Barisal,288129.0,605612,1450.1,33552429.68,57507.09,2.101877978266679
Rice,Monsoon,Faridpur,1244000.0,4041000,252.2,178745560.0,332880.0,3.2483922829581995
Rice,Monsoon,Satkhira,141000.0,205000,898.0,10930800.0,31890.0,1.4539007092198581
Rice,Monsoon,Narsingdi,3046000.0,12638000,435.9,465799500.0,1063100.0,4.1490479317137225
Rice,Summer,Tangail,20600.0,47700,802.4,2209892.0,502.0,2.3155339805825244
Rice,Summer,Mymensingh,116220.0,166198,747.8,10591274.8,18406.2,1.4300292548614697
Rice,Winter,Rajshahi,12836.0,54206,3683.104545,150286.7200000002,-1764.12,4.2229666562792145
Rice,Monsoon,Rangamati,261663.0,545186,916.7,38458780.4,78115.53,2.083542571934129
Rice,Monsoon,Brahmanbaria,81519.0,124893,868.4000000000001,7002720.23,18194.94,1.5320722776285283
Rice,Autumn,Barisal,384965.0,796652,1429.1,35444636.55,93241.25,2.069414102580754
Rice,Summer,Chittagong,343122.0,1035706,964.0999999999999,48080170.88,27880.98,3.0184773928806665
Rice,Summer,Barisal,1474338.0,4468400,2118.1,155471491.9,395071.26,3.030783985761745
Rice,Monsoon,Chittagong,1096198.0,2678951,1003.8,115339493.7,292973.46,2.4438568579763875
Rice,Monsoon,Pabna,15228.0,16175,1852.8000000000002,615561.2799999998,-365.6400000000003,1.062188074599422
Rice,Summer,Kushtia,26051.0,74184,765.3,2992315.75,6117.85,2.8476450040305554
Rice,Monsoon,Noakhali,7248.0,20198,441.3954545,214184.95999999996,-608.1599999999999,2.786699779249448
Rice,Autumn,Barisal,283859.0,575294,1431.4,35251632.89,59448.98,2.0266893070151024
Rice,Summer,Sylhet,5689.0,15537,1234.5875,-383653.74,-1805.31,2.7310599402355424
Rice,Summer,Dhaka,294654.0,653783,2001.8000000000002,30271629.02,76556.58,2.21881596720221
Rice,Winter,Rajshahi,63862.0,162180,3437.1,7786851.5,16351.7,2.5395383796310793
Rice,Monsoon,Sylhet,3693.0,13151,1191.3,-434047.75,-1707.45,3.561061467641484
Rice,Monsoon,Satkhira,148000.0,222000,1582.2,14707240.0,36960.0,1.5
Rice,Monsoon,Brahmanbaria,82125.0,116997,581.5999999999999,4113950.0,11816.25,1.42462100456621
Rice,Monsoon,Brahmanbaria,82125.0,116997,581.5999999999999,4113950.0,11816.25,1.42462100456621
Rice,Summer,Sylhet,5689.0,15537,1034.5875,-1383653.74,-4805.3099999999995,2.7310599402355424
Rice,Summer,Kushtia,29947.0,75449,416.4,3520799.12,6882.51,2.5194176378268276
Rice,Monsoon,Feni,9501.0,17636,2473.6,-504162.56000000006,-2389.62,1.856225660456794
Rice,Summer,Dinajpur,33140.0,107509,184.29999999999995,3233137.4000000004,4936.200000000001,3.2440856970428484
Rice,Autumn,Dhaka,539665.0,557764,1765.5,51978913.05,137312.9,1.0335374723207915
Rice,Monsoon,Chittagong,1035111.0,3057894,1035.6,148563188.4,276479.97,2.954170132478546
Rice,Summer,Sylhet,3769.0,12965,683.2,-1455417.19,-4982.37,3.4399044839479966
Rice,Winter,Jamalpur,394.0,872,2426.8,-939619.5,-2862.1,2.213197969543147
Rice,Autumn,Mymensingh,524266.0,318517,1400.2,68937084.4,80882.56,0.6075484582254047
Rice,Monsoon,Jessore,1519656.0,5233690,690.0,231887282.0,528879.6,3.4439965360581604
Rice,Monsoon,Comilla,33728.0,90072,2316.3,2193029.76,5432.0,2.6705407969639468
Rice,Summer,Mymensingh,124874.0,246807,1202.7,12252877.62,30715.980000000003,1.9764482598459248
Rice,Winter,Gazipur,3222020.0,8052660,1393.9,552414155.2,1189147.4,2.4992582293095635
Rice,Monsoon,Jessore,2812400.0,7005800,848.3,276865120.0,812596.0,2.4910396814108946
Rice,Summer,Mymensingh,116220.0,166198,947.8,11591274.8,21406.2,1.4300292548614697
Rice,Winter,Sylhet,8382.0,24736,883.2,211115.17999999993,-736.8600000000001,2.951085659747077
Rice,Summer,Mymensingh,116220.0,166198,747.8,10591274.8,18406.2,1.4300292548614697
Rice,Winter,Jessore,1584140.0,5861498,744.6,225595385.6,139572.6,3.700113626320906
Rice,Winter,Chittagong,45326.0,109309,756.2,5835160.8,11051.06,2.4116180558619775
Rice,Monsoon,Pabna,15228.0,16175,1652.8000000000002,-384438.7200000002,-3365.6400000000003,1.062188074599422
Rice,Summer,Tangail,29500.0,65800,989.0,2900245.0,1080.0,2.230508474576271
Rice,Autumn,Jamalpur,20064.0,23583,1629.9,1028861.44,621.1199999999999,1.1753887559808613
Rice,Winter,Sylhet,10324.0,23489,1034.5875,-270523.52,-2593.08,2.2751840371948857
Rice,Summer,Dhaka,319480.0,573189,1813.6999999999998,29622130.4,70675.2,1.7941310880180292
Rice,Monsoon,Tangail,1516400.0,2784600,974.0954549999999,253027328.0,497412.0,1.836322869955157
Rice,Monsoon,Kushtia,5902577.0,11082993,190.5,751818108.7,1292566.94,1.8776532690721357
Rice,Winter,Gazipur,3255000.0,5398000,1091.9,539688050.0,778200.0,1.6583717357910905
Rice,Summer,Kushtia,29947.0,75449,216.39999999999998,2520799.12,3882.51,2.5194176378268276
Rice,Monsoon,Comilla,28330.0,80114,3442.6,3093401.7,4649.1,2.8278856336039535
Rice,Winter,Cox's Bazar,495113.0,1690109,546.4,73742258.48,160387.29,3.413582353927285
Rice,Summer,Gazipur,331000.0,811000,1139.0,45346240.0,23790.0,2.4501510574018126
Rice,Winter,Khulna,157004.0,343792,2311.2,13863568.68,36251.0,2.1897021731930395
Rice,Monsoon,Jessore,1705555.0,4356822,862.3,245435642.0,457499.85,2.5544893011365803
Rice,Summer,Pabna,70577.0,228104,2052.8,11122305.52,23113.49,3.2319877580514897
Rice,Monsoon,Feni,11920.0,21340,2806.9,797536.0,695.1999999999998,1.7902684563758389
Rice,Monsoon,Comilla,30632.0,72221,3993.3,4088281.5199999996,4351.68,2.3576978323322018
